Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,employee_id,satisfaction_txt,dissatisfaction_txt
48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0,679,"Competitive salary, ability to work remotely. Its Google!",There are no cons working for Google
31,No,Non-Travel,1188,Sales,20,2,Marketing,1,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0,680,The culture is great. Everyone's opinion is taken into consideration.,It is a large company so not as nimble as a startup.
36,No,Travel_Rarely,188,Research & Development,7,4,Other,1,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1,681,"Great culture, benefits, work environment, food.","glass ceilings, upward growth stagnant"
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11,682,Great for people who makes big talk but canâ€™t get anything done.,"If you work on hardware, then be prepared to be treated as 2nd class citizen. This company is extreamly bureaucratic. Since everything has to run by committee here, all the committee were run by people whoâ€™s only done Software and have no idea the challenge of building hardware. Getting promotion in hardware is impossible here. Nobody in our org ever gets promoted the entire time I work here. Iâ€™ve met some of the best Engineer here but worst managements and executive Iâ€™ve ever seen. Everyone just talks big ideas, but never gotten anything done. Projects get created and canceled so frequently you are always wasting time. It now make sense why half the things announced on Google IO ever gets released. Ad is the only thing thatâ€™s ever successful in this company. Food is free but very mediocre compares to most of the cafe Iâ€™ve been in the valley. Budget for perks has been going down year after years. DO NOT JOIN HERE because of their old reputation."
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2,683,"Supportive managers, friendly colleagues, flexible work hours, good facilities, nice food","Growth opportunity is limited, have some less impressive routine job"
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0,684,Google knows how to treat its employees right. The perks are amazing and the managers are not breathing in your neck,Google is not longer one company. It's 20 companies in one so it can be overwhelm and streessful
40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,685,"Amazing people, open & collaborative culture, cool products, and a company that is making a lot of positive impact in the world (not just $)","It's become a huge company, with nearly 80,000 employees. Can be difficult to navigate, sometimes challenging to get stuff done quickly. Career growth / opportunities can be more limited for folks not based in Mountain View"
26,No,Travel_Frequently,1283,Sales,1,3,Medical,1,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,686,I could go home at any time.,You end up working a lot!
41,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,687,It was a good environment to work in.,There were absolutely no Cons.
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9,688,NA,"- Competition is fierce. Everyone is striving for limited promotions and visibility, and that leads to people sabotaging or just not helping each other. - Managers are powerful. If yours doesn't want you to succeed, they have a great deal of control over"
19,Yes,Travel_Rarely,419,Sales,21,3,Other,1,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0,689,"Work culture, people, access to resources",Operations focused and slow decision making
20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,690,Great place to work ...,Nothing I can think of
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5,691,"They care about you, your development and also your family. They one of the best people to work with",Sometimes the pressure to do more can be too much which might also be a good thing for development
40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,692,None that I can think of,"Total disrespect for employees, lying."
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,693,Autonomy to problem solve and think creatively,Cons are largely department specific
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7,694,A lot of great free food. Free gym and activities. Good name for your resume.,Lack of job satisfaction. Basically you're a robot. Very high turnover in recruiting org. Long commute.
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4,695,NA,"- the ""niceness"" can sometimes get in the way of faster decision making - Competitors like apple and amazon are ruthless. At some level, Google needs to adapt as well"
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,696,Entrepreneurial for a large company,Becoming less innovative as time progresses
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8,697,Be involved in the forefront of consumer technology. Perks.,Lose some of your identity. No recognition for contributions.
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2,698,"Great perks, fun teammates, exciting company to work at","No one tells you that you have an expiration period when you join Google. When you hit a certain age/tenure, you are considered a ""Greygler"" and if you are on unsupportive team, you are treated as completely disposable. The company does nothing to try to keep long term Googlers employed and basically encourages you to quit by bullying you out of your job (given bad review scores, no manager support). I left the company with such a bad taste in my mouth after giving a decade of my life to them. It is so incredibly difficult to transfer."
35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0,699,"Wonderful and free food, nice gym, rock climbing wall",People are somewhat brainwashed across the board
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,4,Male,70,3,4,Manager,4,Married,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8,700,Free stuff and great benefits,none its a great company
58,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0,701,"Smart, driven, self-motivated, yet humble and nice people. Truly a wonderful, collaborative place to work that takes good care of its people and is having an impact on the world.",The sheer size of the organization can make it hard to get things done quickly due to all the stakeholder management.
53,No,Travel_Rarely,1376,Sales,2,2,Medical,1,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2,702,+ Great fellow Googlers to work with + Focus on delivering results + It's more than just work + Growth and innovation mindset + Serious about diversity and inclusion,NA
30,No,Travel_Rarely,231,Sales,8,2,Other,1,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7,703,The people can be the best in the world -- I loved every team that I was on.,"Googlers can be the most entitled people, but if you choose your team wisely then it's not a big deal."
38,No,Non-Travel,152,Sales,10,3,Technical Degree,1,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3,704,"Culture, perks, benefits, work-life balance, peers","Focus, limited career options, management changes"
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8,705,Great company to work for.,Hard to get promoted and move up.
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7,706,Salary and the office atmosphere was great,Amount of travel and job organization
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,1,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0,707,I've met and worked with lot of talented and very smart people.,"Change is the only constant, constant re-orgs, hard to navigate policies and information overload."
47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7,708,"It's google, you probably already know everything there is to know about it already","If you're thinking that the work is going to be really interesting, you're probably going to be disappointed."
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,709,Unrivaled developer tools and fantastic coworkers.,So many highly qualified people that almost everyone is overqualified for the job they're doing. Sales culture much weaker than product culture.
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2,710,"great colleagues, limited crunch time","bad food, living in the Bay Area is bad"
33,No,Non-Travel,722,Sales,17,3,Life Sciences,1,4,Male,38,3,4,Manager,3,Single,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0,711,creative. freedom. edge tech and amazing work space,not very fast from design to delivery
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0,712,"Amazing company, great culture, loads of opportunities and brilliant people and great perks.","When they hire people, they mostly downlevel. And they're not transparent about this."
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,713,"Open-minded, challenging tasks, smart people, flexible",workload might need overtime working sometimes
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2,714,"I really feel that it's an excellent place to work (as evidenced by the growing tenure of the staff). Great perks, a good work-life balance, smart people, respectful culture.","As the company has gotten bigger, it has really slowed the opportunity for advancement. There are a lot of smart, ambitious people and it's difficult for people to get the level of responsibility and individual impact that they crave."
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,715,Yeah your work also the money could be amazing but also your learning a lot of about things in this world nobody else would of known till they read it,Not getting the work done and being stuck on something and making sure everything is up and going before the dead line
33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,716,"As a software engineer, one reason to go to Google is because they have some of the most impressive software and hardware infrastructure in the business. How do they manage to answer any question you can think of in under a second? How many computers do they actually have? How can you possibly manage so many computers? What does it take to run security for them? If you work there, you can (eventually) learn something about everything. And with hard work you can have a huge impact on this amazing system.","The company is big. Really big. It has struggled for years to maintain a ""startup-like"" environment, and in many areas it succeeds. But as the company scales there are more frequent instances of internal politics guiding decisions instead of pure technical merit."
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11,717,good pay with awesome benefits and pto,have to work alot of hours and no sleep
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,718,Good work life balance and good comp,"Too many people, too bg"
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,719,Best place to work in USA,no negatives about working at google
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,720,"Nice work culture, good pay and treatment",Not enough room to progress if you are ambitious for catchy projects
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,721,nice company and fantastic team,Not be able to choose your project
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5,722,Benefits were really great ya,Long weekend work shifts bad
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,723,Great business model Innovation Great people to work with,became a very large company
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,724,"Great culture, get to work with smart engineers",Soemtimes you can get lost in lot of teams.
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,725,Perks are great. Smart colleagues.,"Very large, can be bureaucratic."
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,726,"the people are great, fun, and always energetic. I never thought I would be in such a high position for such a great company.","The only cons are basically the coffee machine not working, and competition with other companies like Microsoft."
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,727,Good pay at this job,Long hours sometimes but not too bad
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,728,Great Purks!!! Things have changed in the industry and youâ€™ll never get the same from any other company. Iâ€™ve worked for others and Iâ€™ve seen things taken away to control expenses.,None. Very good place to get a start on your career. Youâ€™ll meet some great people and learn many things.
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,729,"Great perks, internal transfers to different locations are a great option to have available, you can bring your dog to work.",Promotion is a slow and long process for most.
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1,730,Absurdly good benefits Flexibility to choose hours (depends on team / role),"Horrid traffic ""Luck of the draw"" of landing on a good team -- an unhelpful or hostile manager can sink you with little oversight"
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,731,"Working with a lot of smart and talented people. Great benefits, a lot of possibilities to move around within the company. Cutting edge technology. A lot of freedom about what to work on.",Working with a lot of people who strongly think they're smarter and more talented than most other people.
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0,732,NA,NA
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,733,NA,NA
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,734,You should try to Work there,"or don't work there, idk"
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,735,"Great atmosphere, excellent compensation, highly recommend",none what so ever do add
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,736,Very nice benfits and perks,None that I can think off
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,737,"Works to maintain an inclusive environment, great benefits","Lots of overtime, can be hard at times to find a work life balance"
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,738,good comp plan and good benefits,lots of work lots are expected from you
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,739,Salaries and benefits were good.,Lack promotional oppurtunities from with in. Environment not condusive to high productivity
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,740,NA,"-Has grown very big, definitely not a ""start-up culture"" and hasn't been for a long time -Red tape and bureaucracy has ballooned -Everything takes forever to be approved or launched, so many layers and ""chefs in the kitchen"" -With Ruth as the new CFO, thi"
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,741,Good work culture and environment. Lots of employee freedom.,"The work could be difficult and it was stressful, since the work could affect millions."
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,742,Nice pay and smart people,Hard to advance or change projects
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,743,The reason why I enjoyed working at google so much is because of the friendly people. They are the best to work with. Such a great ethic.,"The timing that this job takes from you is the absolute worst. I went through 2 divorces because I was stuck at work. Well... Its probably the fact that I'm not that great of a husband, but still you have no personal life."
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,744,work life balance is very good here.,promotion is a little slow here.
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,745,NA,NA
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,746,"Smart passionate people, interesting problems",So big that it can be tough to advance
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,747,"Amazing tech, probably the only place you can reliably not deal with unreplicated infra. Push back on engineering is legit and regularly practiced almost to a fault. Worked with some of the smartest people on Earth, the smartest ive ever met. Just ridiculously huge scale, sre culture is strong if you are in the right places","It may be a great one but it is a big company now. That bothers some. Big company means very different experiences depending on where you work. Don't take any one review as gospel. Lots of politics and some in fighting, successful leaders know how to manipulate people but not in a bad way,."
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,748,Company Products & Overall Company Culture,Mediocre Middle Management Political Environment Long Work Hours
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,749,Loved it. Great time. So fun.,"None, loved every day. A++"
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1,Female,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,750,seeking a good job with that in a good environment and good pay within the city's locations hopefully soon as possible.,I am a hard worker and also try to help others as well if needed and is willing to learn about other job position and do maintenance as well!
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,751,"If your manager is good, and you and he (mostly men) are favored you'll.go far",Untrained management easily tarnishes work you do and work visability. Unrealistic workload expectations. Everyone works until 2am.
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,752,really cool environment. Have fun while doing it.,learn many things on your own
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,753,Great work-life balance. Very diverse and great culture. Many opportunities to explore..,Sometimes can be slow paced.
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,754,yes very nice co-worker and staff,not enough space for work-out
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,755,pay culture free food overtime,d2d weird hours not enough work
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,756,Free food. Free gyms. Cheap shuttle services. NETWORKING.,Work is not very impactful and meaningful since it is such a huge company. Being a TVC is awfu. Red badges feel undervalued than a white badge. Not able to participate in a ton of Google events.
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,757,NA,"These aren't even really ""cons"" but things that are so different from the typical Fortune 500 company that you should be aware of: - Working with such smart people can lead to ""imposter syndrome"" - feeling that you aren't good enough or don't belong. - With great freedom to manage your own work, you have to be able to thrive in ambiguity. You won't get a list of work items at Google. - When everyone else has that same freedom, ""herding the cats"" requires a lot of people skills. You can't fall back on management to give diktats and expect that people will fall into line. The only true negative is the very high political level of group-think. If you are right-leaning, middle of the road, or even slightly left-leaning politically, you may feel shouted down if you try to participate in the wide ranging internal forums by the dominating far left (but the solution to this is easy - just ignore the political nonsense). On the plus side, with the level of dirty laundry airing that happened in 2017, this seems to be toning down and so is less of a problem than it was as of mid-2017. The media also played this up to be a bigger issue than it is."
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,758,"Google is becoming ""Digital Management Consultancy"" leader which is super exciting Work towards Asian markets, which changes constantly adding variety",Middle management has hard time adapting to new ideas in the industry
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,759,"I learned a lot from my colleagues the 5 years I was there. Everyone is very intelligent and generally great at what they do. Google is constantly pushing the envelope in every way that they do things, and there is a lot of tolerance for taking risks. Still remarkably transparent to employees despite its size (70k+ people). They also try to keep the environment fun. They aren't afraid to give large responsibilities to relatively young people (i.e. in mid twenties). Most large companies wouldn't trust young people with the same scope and impact of work. Very easy to get interviews with other companies once Google is on your resume.","They try to make the performance review process fair, but a lot of it is still based on politics and favoritism. Your experience is almost entirely dependent on your manager and core team. Google is overall a great company to employees, but your day-to-day experience is defined by your core team. That being said, the company is large and constantly hiring, so if you hate your team, you can probably move to a new one relatively quickly."
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,760,Great benefits and healthy nutrition options,Turned into a corporate america company. So lot of politics and poor management
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,761,There is a variety of teams to choose from. Flexible work hours and free food. Opportunity to make good connections. Very easy to switch teams.,"Some teams might not have good projects. It is very important to select teams intelligently. You will using technologies developed by Google, so less opportunity to built those technologies by yourself."
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,762,"Love it, everyone is what and friendly",Sometimes work can be stressful as you want your project to succeed.
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,763,Free food is good and great colleagues go a long way.,Things are slower than in a small startup.
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,764,"Compensation, work-life balance, and career opportunites","Top down management, very set in old ways."
